Car,6,0,0.0,447.25477287689284,0.0,329.9565503620804,66.77287689269258,447.25477287689284
Car,0,1,1220.740908492429,395.2897011191573,1220.740908492429,370.95638709677417,1280.0,395.2897011191573
Car,4,1,1250.893642659644,391.86847346938777,1203.5989993416715,369.23881500987494,1263.3191647136268,393.11102567478605
Car,3,2,1112.80208558262,388.78474364713634,1074.4900592495062,365.48688979591844,1135.5822093482557,393.11102567478594
Car,0,2,1051.128121132324,383.4914970375247,1051.128121132324,367.70072942725477,1096.4295036208032,383.4914970375247
Car,3,2,1004.5324134298883,382.19717182356817,992.3657564186967,363.30002369980247,1027.5714022383147,385.3035523370638
Car,3,2,974.1783383805134,376.0562053982884,968.7421724818959,361.559763001975,995.6641369321922,378.6448558262015
Others,5,2,1126.0874743910463,417.65732192231735,1099.6047083607634,356.19052534562206,1135.5869493087555,422.9777063857801
Others,0,2,931.3600631994733,396.5905358788675,931.3600631994733,365.00900065832775,975.8848505595786,396.5905358788675
Others,0,2,925.302621198157,394.5422662277811,925.302621198157,366.17065753785363,975.8848505595786,394.5422662277811
Car,3,2,1196.0026658380511,390.6568217616855,1126.629940750494,367.86770243581316,1212.9676452824226,394.36791101514166
