Car,6,1,1167.2940408163265,455.3310278293135,1167.2940408163265,364.6262857142857,1279.8846456400743,455.3310278293135
Car,4,1,1104.5378493506494,412.1814916512059,979.2534441558445,358.29363413729084,1158.6202478664195,428.52293580705003
Car,4,1,899.3260431910946,388.5236862337662,856.9939211873842,354.44010270871985,939.6349387755105,393.97083428571426
Car,4,1,837.7639322359927,376.9158137350649,811.2690041113174,351.61614552578845,866.1513552267163,381.9956683755102
Car,4,1,799.4284605743971,372.05384501669766,781.1011418716142,352.33205641261605,816.0624943970316,375.3408097840446
Others,6,0,692.8534322820036,449.67124304267156,692.8534322820036,333.782560296846,786.70426716141,449.67124304267156
Car,1,1,643.77132113692,355.2076131265305,643.77132113692,346.84079371873827,654.5286603755101,355.2076131265305
Car,5,0,661.5209308805935,359.7769921781075,661.5209308805935,349.2587049225973,673.8719500063819,359.7769921781075
Car,5,0,672.1114317559925,356.32443410998144,672.1114317559925,347.0611697656401,682.4703510227828,356.32443410998144
Car,5,0,689.0492323858997,361.5356485343227,689.0492323858997,346.79410957773644,706.4801061521337,361.5356485343227
