Car,0,1,0.0,719.9999999999999,0.0,425.7916392363397,230.1909150757076,719.9999999999999
Car,1,1,569.4520078999341,452.12302830809756,488.2331007241605,391.6133245556288,610.5468334430545,468.6256747860436
Car,1,1,508.6187228439762,440.7976826859777,459.1107834101382,391.28974325213966,575.6000526662276,448.563633969717
Car,5,0,674.4298616668857,399.1125887241606,674.4298616668857,384.53330951415404,690.467068797893,399.1125887241606
Car,5,0,679.0024537827512,397.1545335404872,679.0024537827512,384.533309514154,694.9485404186962,397.1545335404872
Car,4,1,1083.0772876892693,441.48308097432516,999.755102040816,395.77722185648446,1149.8159315339037,455.639763001975
Car,4,1,940.6760447662936,421.4024595128374,908.576779460171,389.8209242922976,977.9526109282422,426.062030283081
Car,4,1,892.0094167215273,416.7428887425939,869.4881579986832,389.04432916392363,920.22570638578,419.331539170507
Car,4,1,809.8055963133638,404.49461593153393,797.3800742593809,386.2705169190257,830.1006156682025,406.9797203423305
Car,4,1,795.7233379855164,401.8024194865043,780.8127115207371,386.8917930217248,815.189989203423,404.49461593153393
Car,4,1,774.1857664252794,398.48894693877554,769.0084655694533,386.2705169190257,792.8240495062538,401.5953274522712
Car,6,0,727.5900587228437,394.14001421988155,727.5900587228437,383.371228439763,740.6368568795257,394.14001421988155
Car,4,1,755.2748281764317,393.8721369321921,750.0975273206054,385.3295905200789,766.1471599736668,395.42532718894006
