Car,2,2,1141.4854174397035,374.40415584415615,1132.951391465677,364.4390352504638,1156.3571057513911,376.9018181818182
Car,2,2,1098.3216326530614,374.1001855287572,1089.787606679035,363.83109461966603,1115.0171428571427,377.5097588126159
Car,0,2,1056.9588126159551,375.6859369202226,1021.6982560296842,361.39933209647495,1056.9588126159551,375.6859369202226
Car,0,2,1078.5407050092763,375.3819666048237,1059.0866048237474,363.83109461966603,1078.5407050092763,375.3819666048237
Car,0,2,1004.067977736549,376.5978478664193,968.503450834879,361.70330241187384,1004.067977736549,376.5978478664193
Car,4,1,946.0016326530613,379.1073840445269,929.5952504638217,360.7913914656771,965.4637476808902,384.19710575139146
Car,4,1,909.5251948051948,376.3716512059369,892.5108719851573,359.27153988868275,927.4674582560292,381.7653432282004
Car,3,1,867.5772912801483,371.2041558441558,849.3470871985154,358.9675695732838,888.2552875695729,378.72564007421147
Car,0,2,829.5890166975877,369.91050092764374,791.288756957328,356.83977736549167,829.5890166975877,369.91050092764374
Car,0,2,693.8954805194804,365.66073469387754,668.8483265306121,354.47462708719854,693.8954805194804,365.66073469387754
Car,1,1,668.848326530612,365.66073469387754,642.0989387755102,350.58380705009273,668.848326530612,365.66073469387754
Car,5,0,632.858241187384,376.1173135435992,632.858241187384,351.31333580705007,661.0666864564007,376.1173135435992
Car,1,1,623.1836734693876,380.47495361781074,585.6820482374767,352.52921706864566,635.046827458256,388.76247866419294
Car,1,1,531.5176252319109,381.899814471243,496.37105751391454,352.9411205936921,555.3030649350649,388.07421150278293
Car,1,1,0.0,534.9768089053803,-3.784786641929696,347.59276437847865,402.52319109461956,670.41280148423
